StoreId,StoreName,CompleteStoreName,FoodType,AverageRating,Reviewers,City,Location
s5cw,A,A-Zee Delight Pastries Shop,Cakes,4.2,(500+),Davao City Davao del Sur,Zee Delight Pastries Shop
w7cu,Infinitea  ,Infinitea  - Damosa Lanang,Milk Tea,4.7,(1000+),Davao City Davao del Sur,Damosa Lanang
jaut,Candy Corner ,Candy Corner - SM Lanang Premier,Desserts,5.0,(11),Davao City Davao del Sur,SM Lanang Premier
q7ri,Manokhan Roasters ,Manokhan Roasters - Agdao,Filipino,4.6,(2000+),Davao City Davao del Sur,Agdao
n6wg,Nutwater & Panwiches ,Nutwater & Panwiches - SM Lanang,Beverages,4.8,(100+),Davao City Davao del Sur,SM Lanang
s6hc,Bemwa Farm ,Bemwa Farm - Ponciano Reyes Street,Healthy,4.6,(100+),Davao City Davao del Sur,Ponciano Reyes Street
howk,Cinnabon ,Cinnabon - SM Lanang Premier,Desserts,4.8,(100+),Davao City Davao del Sur,SM Lanang Premier
q6pf,Tori Yamu ,Tori Yamu - SM Lanang,BBQ,4.7,(500+),Davao City Davao del Sur,SM Lanang
rlkk,Chixboy Grill ,Chixboy Grill - Juna,Asian,4.7,(100+),Davao City Davao del Sur,Juna
ex8d,Drip & Dip Chicken ,Drip & Dip Chicken - Anda,Chicken Wings,4.8,(94),Davao City Davao del Sur,Anda
s6il,Harbour City ,Harbour City - SM Lanang,Rice Dishes,4.6,(100+),Davao City Davao del Sur,SM Lanang
xo5i,Sunnypoint Restaurant ,Sunnypoint Restaurant - Pichon,Filipino,4.1,(100+),Davao City Davao del Sur,Pichon
h8zm,Wing Side ,Wing Side - Juna,Chicken Wings,4.4,(29),Davao City Davao del Sur,Juna
sqet,Azuo Bistro ,Azuo Bistro - CM Recto Street and Rizal Street,Asian,5.0,(25),Davao City Davao del Sur,CM Recto Street and Rizal Street
r4wc,LemonZilla ,LemonZilla - SM Lanang,Coffee,4.5,(100+),Davao City Davao del Sur,SM Lanang
clm4,Gang Gang Boneless Fried Chicken ,Gang Gang Boneless Fried Chicken - Bonifacio Street,Chicken Wings,4.5,(100+),Davao City Davao del Sur,Bonifacio Street
qj5l,Ali Shawarma ,Ali Shawarma - Bonifacio,Shawarma,3.4,(100+),Davao City Davao del Sur,Bonifacio
exa4,Ribshack ,Ribshack - SM Lanang Premier,BBQ,4.9,(37),Davao City Davao del Sur,SM Lanang Premier
s8ob,Carlos Food house ,Carlos Food house - Anda,Chicken,4.6,(100+),Davao City Davao del Sur,Anda
u0qe,Pancake House ,Pancake House - SM Lanang,American,4.7,(100+),Davao City Davao del Sur,SM Lanang
b0hd,Macao Imperial Tea ,Macao Imperial Tea - SM Lanang,Milk Tea,4.6,(1000+),Davao City Davao del Sur,SM Lanang
r6dy,Cecil's ,Cecil's - Anda,Filipino,4.7,(1000+),Davao City Davao del Sur,Anda
ai4c,Homies Delight ,Homies Delight - Bukana,Fast Food,4.5,(93),Davao City Davao del Sur,Bukana
c0ph,Tanokz Koronadal ,Tanokz Koronadal - Poblacion,Filipino,4.7,(100+),Koronadal South Cotabato,Poblacion
cwa0,Sougyoku's Sushi Bar ,Sougyoku's Sushi Bar - Abad Santos,Sushi,4.9,(29),Koronadal South Cotabato,Abad Santos
i8cv,Mama Bing's Balbacua ,Mama Bing's Balbacua - Gensan Drive,Fast Food,4.4,(100+),Koronadal South Cotabato,Gensan Drive
zxe4,Talap Resto ,Talap Resto -  Gensan Drive,Ulam,3.1,(29),Koronadal South Cotabato,Gensan Drive
bzy1,Lounge Cafe ,Lounge Cafe - The Block,Coffee,4.3,(16),Koronadal South Cotabato,The Block
yefx,BJâ€™s Lechon House ,BJâ€™s Lechon House - Poblacion,Filipino,4.7,(100+),Koronadal South Cotabato,Poblacion
txdp,Frostbite ,Frostbite - Abad Santos,Milk Tea,3.7,(100+),Koronadal South Cotabato,Abad Santos
hksi,Annyeong Corndog ,Annyeong Corndog - Marbel,Korean,4.8,(100+),Koronadal South Cotabato,Marbel
y1r6,Jay & J Foods ,Jay & J Foods - Alunan Avenue,Snacks,4.7,(31),Koronadal South Cotabato,Alunan Avenue
hikf,El Vici Cafe ,El Vici Cafe - Alunan Avenue,Coffee,4.8,(11),Koronadal South Cotabato,Alunan Avenue
gxer,Men Store ,Men Store - Aquino Street,Filipino,4.5,(500+),Koronadal South Cotabato,Aquino Street
l1ic,Breads & Blends ,Breads & Blends - Alba Street,Coffee,4.8,(1000+),Koronadal South Cotabato,Alba Street
labn,Annyeong Citrus ,Annyeong Citrus - Marbel,Beverages,4.8,(55),Koronadal South Cotabato,Marbel
b7fo,Anytime Chicken ,Anytime Chicken - Balmores Street,Fried Chicken,4.8,(100+),Koronadal South Cotabato,Balmores Street
tgfs,Sougyoku Japanese Restaurant ,Sougyoku Japanese Restaurant - Abad Santos,Japanese,4.7,(100+),Koronadal South Cotabato,Abad Santos
goac,KAPOY Coffee Shop ,KAPOY Coffee Shop - Datu Piang Street,Coffee,5.0,(42),Koronadal South Cotabato,Datu Piang Street
f2eg,Bo's Coffee ,Bo's Coffee - Koronadal,Coffee,4.7,(500+),Koronadal South Cotabato,Koronadal
i6jq,Sa Balai Bistro Pizza ,Sa Balai Bistro Pizza -  Jose Abad Santos Street,Pizza,4.8,(1000+),Koronadal South Cotabato,Jose Abad Santos Street
pd8t,Unnie Corndog & Lemon Rhyme ,Unnie Corndog & Lemon Rhyme - Zone 3,Asian,4.9,(61),Koronadal South Cotabato,Zone 3
zt2u,Selecta Ice Cream ,Selecta Ice Cream - P Santos Koronadal City,Ice Cream,4.7,(500+),Koronadal South Cotabato,P Santos Koronadal City
yxw4,Wabi Sabi Japanese Fusion ,Wabi Sabi Japanese Fusion - The Block,Japanese,5.0,(37),Koronadal South Cotabato,The Block
ahvx,Food of D' Day ,Food of D' Day - Aquino Street,Fried Chicken,4.9,(97),Koronadal South Cotabato,Aquino Street
esvr,Sa Balai Bistro Meal ,Sa Balai Bistro Meal - Jose Abad Santos Street,Filipino,4.5,(50),Koronadal South Cotabato,Jose Abad Santos Street
sw9e,Gryk's Food House Koronadal ,Gryk's Food House Koronadal - Antipolo Street,Filipino,4.9,(6),Koronadal South Cotabato,Antipolo Street
ycrg,Rafael's Pizza ,Rafael's Pizza - Arellano Street,Pizza,5.0,(48),Koronadal South Cotabato,Arellano Street
ga1n,Dose Singko Milktea ,Dose Singko Milktea - Arellano Street,Beverages,5.0,(1),Koronadal South Cotabato,Arellano Street
rt8r,We Got Cha ,We Got Cha - Alunan,Milk Tea,4.4,(100+),Koronadal South Cotabato,Alunan
ncp3,England Pizza House ,England Pizza House - NDC Commercial Building,Pizza,4.6,(15),Koronadal South Cotabato,NDC Commercial Building
afx4,Daily by Bo's Coffee ,Daily by Bo's Coffee - Marcelo Koronadal,Coffee,4.7,(100+),Koronadal South Cotabato,Marcelo Koronadal
pkeo,Margot's Grill and Resto ,Margot's Grill and Resto - Jose Abad Santos Street,Ulam,3.9,(51),Koronadal South Cotabato,Jose Abad Santos Street
uml7,BASTIE'S BURGER HOUSE ,BASTIE'S BURGER HOUSE - Zone 3,Snacks,4.9,(13),Koronadal South Cotabato,Zone 3
p632,Little Gops Milkshake ,Little Gops Milkshake - Roamceville,Beverages,5.0,(18),Koronadal South Cotabato,Roamceville
eldu,Juego Gastropub ,Juego Gastropub - Roamsceville,Snacks,4.5,(100+),Koronadal South Cotabato,Roamsceville
mobd,Urbanica Milk Coffee ,Urbanica Milk Coffee - Koronadal,Coffee,4.7,(100+),Koronadal South Cotabato,Koronadal
u7wc,The Brew  Project Ph ,The Brew  Project Ph - Koronadal,American,4.6,(100+),Koronadal South Cotabato,Koronadal
a9jh,Chick Boy ,Chick Boy - Arellano Street,Chicken Wings,4.7,(100+),Koronadal South Cotabato,Arellano Street
hsyy,Chooks to Go ,Chooks to Go - Alunan Koronadal,Chicken,4.9,(100+),Koronadal South Cotabato,Alunan Koronadal
c8bc,Roadway Cafe & Bar ,Roadway Cafe & Bar - Gensan Drive,Filipino,4.5,(100+),Koronadal South Cotabato,Gensan Drive
gyhb,Bastie's Bacolod Inasal and Sizzling House ,Bastie's Bacolod Inasal and Sizzling House - Barangay Zone 3,Ulam,4.7,(55),Koronadal South Cotabato,Barangay Zone 3
w6py,The Coffee Table ,The Coffee Table - Poblacion,Coffee,4.7,(79),Koronadal South Cotabato,Poblacion
dibf,Thirtea  ,Thirtea  - Rizal Street,Milk Tea,3.6,(51),Koronadal South Cotabato,Rizal Street
uxes,Island Tea Co. ,Island Tea Co. - Koronadal City,Milk Tea,4.0,(5),Koronadal South Cotabato,Koronadal City
o1ax,Ichiban Koronadal ,Ichiban Koronadal - Arellano,Japanese,4.7,(100+),Koronadal South Cotabato,Arellano
h3ji,Merc's Cafe ,Merc's Cafe - Alunan Avenue,Sushi,4.7,(100+),Koronadal South Cotabato,Alunan Avenue
d9dq,Gracious Ice Cream ,Gracious Ice Cream - 3 ML Quezon,Filipino,4.3,(18),Lapu-Lapu City Cebu,3 ML Quezon
ddik,Burger,Burger-Fix - Newtown Boulevard,Silog,4.9,(19),Lapu-Lapu City Cebu,Newtown Boulevard
dkuq,House of Fruitas ,House of Fruitas - All A's Arcade,Coffee,4.6,(500+),Lapu-Lapu City Cebu,All A's Arcade
z5vg,Chocolate Cakes by Nicole ,Chocolate Cakes by Nicole - Mactan New Town,Cakes,5.0,(6),Lapu-Lapu City Cebu,Mactan New Town
s3hh,Cafe Cappuccino by Double Dutch Restaurant and Bar ,Cafe Cappuccino by Double Dutch Restaurant and Bar - Mactan,Beverages,4.6,(100+),Lapu-Lapu City Cebu,Mactan
s0se,Tuna Republik ,Tuna Republik - Lapu-Lapu,Seafood,4.7,(1000+),Lapu-Lapu City Cebu,Lapu
r7i3,Greenwich ,Greenwich - LG Garden Walk Mactan Sto. NiÃ±o,Pizza,4.7,(100+),Lapu-Lapu City Cebu,LG Garden Walk Mactan Sto. NiÃ±o
ripa,Thirsty Fresh Fruit Juices And Shakes ,Thirsty Fresh Fruit Juices And Shakes - LG Garden Walk,Fruit Shake,4.8,(18),Lapu-Lapu City Cebu,LG Garden Walk
ws0h,Family Farm Grillhouse,Family Farm Grillhouse,Filipino,5.0,(6),Lapu-Lapu City Cebu,
gz56,Chaboba ,Chaboba - LG Garden Walk,Milk Tea,4.9,(46),Lapu-Lapu City Cebu,LG Garden Walk
kd2r,Namaste by Van Raj ,Namaste by Van Raj - Pajo,Indian,4.9,(100+),Lapu-Lapu City Cebu,Pajo
dq0c,PICKUP COFFEE ,PICKUP COFFEE - The Mactan Newtown,Coffee,4.5,(100+),Lapu-Lapu City Cebu,The Mactan Newtown
kvsj,Pungryujeong pavilion,Pungryujeong pavilion,Korean,5.0,(8),Lapu-Lapu City Cebu,
s9ig,McDonald's ,McDonald's - Mactan Newtown Cebu,Fast Food,4.4,(3000+),Lapu-Lapu City Cebu,Mactan Newtown Cebu
eehf,Max Mango ,Max Mango - Pajo,Beverages,4.5,(100+),Lapu-Lapu City Cebu,Pajo
a45v,Cookies n' Dream ,Cookies n' Dream - Lapu-Lapu City,Cakes,4.7,(100+),Lapu-Lapu City Cebu,Lapu City
qatq,Ton's Cafe ,Ton's Cafe - Pajo,Coffee,5.0,(7),Lapu-Lapu City Cebu,Pajo
d9fh,The Civet Coffee Roasters ,The Civet Coffee Roasters - Manulife Building,Coffee,4.6,(100+),Lapu-Lapu City Cebu,Manulife Building
xxdh,The White Box Bakeshop (TWB) ,The White Box Bakeshop (TWB) - Lapu-Lapu,Cakes,4.0,(27),Lapu-Lapu City Cebu,Lapu
t0rk,Hukad Kafe ,Hukad Kafe - Mactan Newtown,BBQ,4.7,(100+),Lapu-Lapu City Cebu,Mactan Newtown
s0qh,Topsilog District ,Topsilog District - Mactan,Filipino,4.5,(100+),Lapu-Lapu City Cebu,Mactan
tqtn,Rib n' Fries ,Rib n' Fries - Mercato de Mactan,American,3.6,(59),Lapu-Lapu City Cebu,Mercato de Mactan
g2ro,Waterfront Airport Hotel and Casino ,Waterfront Airport Hotel and Casino - Ibo Lone,Asian,4.0,(21),Lapu-Lapu City Cebu,Ibo Lone
m0ie,Tita Belen's Empanada ,"Tita Belen's Empanada - GC Arcade, Pajo",Snacks,4.9,(100+),Lapu-Lapu City Cebu,"GC Arcade, Pajo"
ki54,2FIVE8 Rice Meal ,2FIVE8 Rice Meal - Mactan,Rice Bowl,5.0,(6),Lapu-Lapu City Cebu,Mactan
a3zk,The Original AA BBQ ,The Original AA BBQ - Basak,Asian,4.6,(500+),Lapu-Lapu City Cebu,Basak
rv9v,Wing's Haven Restaurant ,Wing's Haven Restaurant - LG Garden Walk,Chicken Wings,4.4,(100+),Lapu-Lapu City Cebu,LG Garden Walk
etju,Zubuchon ,Zubuchon - The Outlets,Filipino,4.6,(66),Lapu-Lapu City Cebu,The Outlets
qjp9,Pares Ta Bai ,Pares Ta Bai - LG Garden Walk Mactan,Filipino,5.0,(15),Lapu-Lapu City Cebu,LG Garden Walk Mactan
tccu,Boy Meets Grill ,Boy Meets Grill - Mactan Alfresco,BBQ,4.9,(36),Lapu-Lapu City Cebu,Mactan Alfresco
domw,Tsoko Specialty Drinks ,Tsoko Specialty Drinks - Mactan Newtown,Beverages,4.9,(5),Lapu-Lapu City Cebu,Mactan Newtown
jx30,Jom's Snack Break ,Jom's Snack Break - La Aldea Buena,Filipino,3.6,(51),Lapu-Lapu City Cebu,La Aldea Buena
o106,Nanda Cafe Mactan ,Nanda Cafe Mactan - Cordova,Japanese,4.9,(18),Lapu-Lapu City Cebu,Cordova
mtak,Sholem Halo,Sholem Halo-Halo - Pajo,Filipino,4.8,(100+),Lapu-Lapu City Cebu,Pajo
ulrk,Cafe Francois ,Cafe Francois - Mactan,Coffee,5.0,(1),Lapu-Lapu City Cebu,Mactan
a9l9,Boiling Shrimp Hauz ,Boiling Shrimp Hauz - Basak,Seafood,4.8,(100+),Lapu-Lapu City Cebu,Basak
fod5,Hyderabad Dine In ,Hyderabad Dine In - Mercato de Mactan Food Park,Indian,4.4,(16),Lapu-Lapu City Cebu,Mercato de Mactan Food Park
b7m8,Driptea ,Driptea - Mactan Newtown,Milk Tea,4.5,(100+),Lapu-Lapu City Cebu,Mactan Newtown
wa7f,Pan De Manila ,Pan De Manila - LG Garden Walk,Bread,4.9,(100+),Lapu-Lapu City Cebu,LG Garden Walk
d4f4,Tamtam Dessert Shop ,Tamtam Dessert Shop - Mercato de Mactan Food Park,Desserts,1.0,(1),Lapu-Lapu City Cebu,Mercato de Mactan Food Park
s3ko,Cebu's Ayers Lechon ,Cebu's Ayers Lechon - Mactan New Town,Lechon,4.6,(100+),Lapu-Lapu City Cebu,Mactan New Town
np05,Pungko Ta Poy! ,Pungko Ta Poy! - Bloom Building,Filipino,4.6,(100+),Lapu-Lapu City Cebu,Bloom Building
ino3,Mers Paluto ,Mers Paluto - Mactan Alfresco,Filipino,4.7,(500+),Lapu-Lapu City Cebu,Mactan Alfresco
h6li,Pearl 101 Cafe ,Pearl 101 Cafe - Buaya,Milk Tea,4.9,(54),Lapu-Lapu City Cebu,Buaya
w6g1,Manang Sayong ,Manang Sayong - Mactan Alfresco,Filipino,4.2,(100+),Lapu-Lapu City Cebu,Mactan Alfresco
r0ax,AliPapa Cafe ,AliPapa Cafe - Pamplona,Filipino,4.6,(100+),Las Pinas City,Pamplona
xzpg,Back 2 Perps Cafe,Back 2 Perps Cafe,Filipino,4.9,(20),Las Pinas City,
qvuf,24 Chicken ,24 Chicken - Vista Mall Las Pinas,Fried Chicken,4.8,(1000+),Las Pinas City,Vista Mall Las Pinas
hafc,Pan De Manila ,Pan De Manila - Total CAA Road,Bread,4.6,(100+),Las Pinas City,Total CAA Road
t3bb,KFC ,KFC - Starmall Las PiÃ±as,Fast Food,4.4,(3000+),Las Pinas City,Starmall Las PiÃ±as
ix7b,Via Mare ,Via Mare - Evia Lifestyle Center,Filipino,4.7,(49),Las Pinas City,Evia Lifestyle Center
j6ev,Razon's of Guagua ,Razon's of Guagua - SM Center Las PiÃ±as,Halo-Halo,4.7,(100+),Las Pinas City,SM Center Las PiÃ±as
f1vh,Zagu ,Zagu - SM Center Las Pinas,Beverages,4.8,(500+),Las Pinas City,SM Center Las Pinas
l6yq,Reyes Barbecue ,Reyes Barbecue - SM Center Las PiÃ±as,Chicken,4.8,(100+),Las Pinas City,SM Center Las PiÃ±as
p3q4,The Hungry Pita ,The Hungry Pita - Vista Mall Las PiÃ±as,Shawarma,3.9,(26),Las Pinas City,Vista Mall Las PiÃ±as
r5ml,Pizza Hut ,Pizza Hut - Las Pinas,Pizza,4.8,(2000+),Las Pinas City,Las Pinas
gxc9,Hashmi Kitchenette ,Hashmi Kitchenette - F Ocampo Avenue,Indian,4.5,(500+),Las Pinas City,F Ocampo Avenue
rla6,Siomai House ,Siomai House - D' Grand (formerly Siomai House - Aria Street),Siomai,5.0,(100+),Las Pinas City,Aria Street)
o4fj,Chatime ,Chatime - SM Las PiÃ±as,Milk Tea,4.8,(500+),Las Pinas City,SM Las PiÃ±as
c3bh,Kurimi Milk Tea Bar ,Kurimi Milk Tea Bar - Vista Mall Las Pinas,Milk Tea,5.0,(3),Las Pinas City,Vista Mall Las Pinas
fx9u,Baga Burger ,Baga Burger - CAA Balikatan Branch,Burgers,4.8,(33),Las Pinas City,CAA Balikatan Branch
e6tt,Manoy & Cucuz Panciteria ,Manoy & Cucuz Panciteria - Alabang-Zapote Road,Filipino,4.7,(1000+),Las Pinas City,Zapote Road
ulug,De Original Jamaican Pattie Shop and Juice Bar ,De Original Jamaican Pattie Shop and Juice Bar - SM Center Las PiÃ±as,Filipino,4.9,(100+),Las Pinas City,SM Center Las PiÃ±as
s3av,Yellow Cab ,Yellow Cab - Evia,Pizza,4.2,(100+),Las Pinas City,Evia
pmsk,Ben's Halo Halo ,Ben's Halo Halo - AIM Building,Halo-Halo,5.0,(100+),Las Pinas City,AIM Building
q4ix,BonChon ,BonChon - SM Las Pinas,Chicken,4.7,(3000+),Las Pinas City,SM Las Pinas
mpxi,Rice Rocket ,Rice Rocket - Alabang Zapote Road,Rice Bowl,5.0,(33),Las Pinas City,Alabang Zapote Road
u5z6,Caffeena ,Caffeena - Vista Mall Las Pinas,Coffee,4.5,(67),Las Pinas City,Vista Mall Las Pinas
iurd,Scorched Smokehouse ,Scorched Smokehouse - SM Center Las Pinas,American,4.9,(100+),Las Pinas City,SM Center Las Pinas
q3wy,Dunkin' Donuts ,Dunkin' Donuts - Verdant,Donut,4.7,(500+),Las Pinas City,Verdant
c9cj,Giligan's ,Giligan's - Starmall Las Pinas,Filipino,4.7,(1000+),Las Pinas City,Starmall Las Pinas
t0r7,Pizza Telefono ,Pizza Telefono - Las Pinas,Pizza,4.7,(51),Las Pinas City,Las Pinas
gagv,PICKUP COFFEE ,PICKUP COFFEE - Torre Sur,Beverages,4.7,(500+),Las Pinas City,Torre Sur
r6h2,Domino's Pizza ,Domino's Pizza -  Torre Lorenzo Sur,Pizza,4.5,(500+),Las Pinas City,Torre Lorenzo Sur
mpco,Chachago ,Chachago - LAS Building,Milk Tea,4.7,(100+),Las Pinas City,LAS Building
y5vb,Tastes from the Greens ,Tastes from the Greens - Pamplona Tres,Milk Tea,4.9,(100+),Las Pinas City,Pamplona Tres
r6xg,Potato Giant ,Potato Giant - SM Center Las Pinas,Snacks,4.7,(100+),Las Pinas City,SM Center Las Pinas
ecjs,Quarantea ,Quarantea - CAA,Milk Tea,4.7,(48),Las Pinas City,CAA
x1jo,California Pizza Kitchen ,California Pizza Kitchen - Evia Lifestyle Center,Pizza,4.2,(26),Las Pinas City,Evia Lifestyle Center
t2jk,Nakuyami Takoyaki ,Nakuyami Takoyaki - SM Center Las Pinas,Takoyaki,4.8,(100+),Las Pinas City,SM Center Las Pinas
fk33,Snack A Balls ,Snack A Balls - SM Center Las Pinas,Seafood,4.5,(52),Las Pinas City,SM Center Las Pinas
slw7,Egg Stop Jr. ,Egg Stop Jr. - Pamplona Dos,Sandwiches,4.0,(92),Las Pinas City,Pamplona Dos
p80d,Lil' Orbits Donuts ,Lil' Orbits Donuts - SM Center Las Pinas,Donut,4.5,(39),Las Pinas City,SM Center Las Pinas
s9zx,Pancake House,Pancake House- Vistal Mall,American,4.6,(500+),Las Pinas City,Vistal Mall
mdlv,Bibingkinitan ,Bibingkinitan - Vista Mall,Snacks,4.9,(28),Las Pinas City,Vista Mall
jm1u,Papay Serio Bibingka Galapong at Puto Bumbong ,Papay Serio Bibingka Galapong at Puto Bumbong - SM Center Las PiÃ±as,Filipino,2.8,(12),Las Pinas City,SM Center Las PiÃ±as
usjh,Lemonaze ,Lemonaze - Vista Mall Las Pinas,Fruit Shake,5.0,(9),Las Pinas City,Vista Mall Las Pinas
gu3f,Banging Bulgogi ,Banging Bulgogi - KM 17,Korean,4.7,(47),Las Pinas City,KM 17
q8gk,Coffee Project ,Coffee Project - Las PiÃ±as,Coffee,4.6,(100+),Las Pinas City,Las PiÃ±as
u3mc,Nikkei ,Nikkei - Rockwell,Sushi,4.6,(100+),Makati City,Rockwell
cgv7,Gugu Manju ,Gugu Manju - Ayala Circuit Makati,Korean,4.7,(100+),Makati City,Ayala Circuit Makati
zqzw,Red Inn Hotpot ,Red Inn Hotpot - The Canteen,Pizza,5.0,(3),Makati City,The Canteen
y2st,Selina's Inihaw na Bangus ,Selina's Inihaw na Bangus - Villena Street,Seafood,4.8,(100+),Makati City,Villena Street
q7ui,Sugarhouse ,Sugarhouse - Rockwell,Cakes,4.8,(100+),Makati City,Rockwell
x0hi,KFC ,KFC - Rockwell,Fast Food,4.2,(1000+),Makati City,Rockwell
gm3k,WingStreet by Pizza Hut ,WingStreet by Pizza Hut - Evangelista,Chicken,3.7,(54),Makati City,Evangelista
lfg0,Vitoâ€™s BBQ ,Vitoâ€™s BBQ - Chino Roces,Filipino,4.8,(30),Makati City,Chino Roces
q1dj,FIC (Fruits in Ice Cream) ,FIC (Fruits in Ice Cream) - Powerplant Mall,Ice Cream,4.9,(100+),Makati City,Powerplant Mall
y94v,Happy Hour ,Happy Hour - Makati,Beverages,5.0,(22),Makati City,Makati
q40n,Marugame Udon ,Marugame Udon - The Powerplant Mall,Japanese,4.8,(500+),Makati City,The Powerplant Mall
lrs2,Lugawan Sa Tejeros ,Lugawan Sa Tejeros - Don Chino Roces,Porridge,4.8,(10000+),Makati City,Don Chino Roces
q7dj,Bake Works ,Bake Works - Rockwell,Desserts,4.7,(60),Makati City,Rockwell
m9tp,And Coffee ,And Coffee - A. Mabini Street,Coffee,4.4,(8),Makati City,A. Mabini Street
l6sv,Basil ,Basil - Rockwell,Thai,4.2,(52),Makati City,Rockwell
g98x,Lumpia.natics by Magsie's ,Lumpia.natics by Magsie's - Bangkal,Filipino,5.0,(47),Makati City,Bangkal
oami,Master Siomai ,Master Siomai - Pasong Tamo Makati,Siomai,4.8,(100+),Makati City,Pasong Tamo Makati
d4gg,Pinkberry ,Pinkberry - Rockwell,Halo-Halo,5.0,(100+),Makati City,Rockwell
gdqc,Bibingkinitan ,Bibingkinitan - Ayala Circuit Mall,Bread,5.0,(19),Makati City,Ayala Circuit Mall
vys8,EggCited.Ph ,EggCited.Ph - Filmore Street,Sandwiches,4.5,(46),Makati City,Filmore Street
r9uy,PeteChel's Bulalo House ,PeteChel's Bulalo House - EGI Building,Filipino,4.7,(2000+),Makati City,EGI Building
npod,Bar ,Bar - The Canteen,Beverages,5.0,(1),Makati City,The Canteen
fm2u,Yardstick Coffee ,Yardstick Coffee - Rockwell,Coffee,5.0,(1),Makati City,Rockwell
l7fr,Lil' Orbits ,Lil' Orbits - Circuit Mall,Donut,4.8,(500+),Makati City,Circuit Mall
wb5i,9Sing Bar ,9Sing Bar - Dr Jose P Rizal Avenue,Filipino,4.3,(6),Makati City,Dr Jose P Rizal Avenue
bdlq,Subarashii Manju ,Subarashii Manju - Filmore Street,Korean,3.6,(33),Makati City,Filmore Street
o0tl,Lugaw Pilipinas ,Lugaw Pilipinas - A. Obrero,Filipino,4.5,(2000+),Makati City,A. Obrero
q6vo,Tenya Tempura Tendon ,Tenya Tempura Tendon - Magallanes,Japanese,4.6,(1000+),Makati City,Magallanes
q0tm,Din Tai Fung ,Din Tai Fung - Rockwell,Asian,4.6,(1000+),Makati City,Rockwell
rt7n,Sushi,Sushi-Masa-Rap - Tejeros,Sushi,4.3,(500+),Makati City,Tejeros
tbqi,Baliwag Lechon Manok at Liempo ,Baliwag Lechon Manok at Liempo - A Reyes Street,Chicken,4.9,(100+),Makati City,A Reyes Street
r8hc,Zaifu Japanese Restaurant ,Zaifu Japanese Restaurant - Power Plant Mall,Japanese,4.7,(500+),Makati City,Power Plant Mall
c3zb,Ikkoryu Fukuoka Ramen ,Ikkoryu Fukuoka Ramen - Rockwell,Ramen,4.4,(100+),Makati City,Rockwell
ro2w,Cafe Mary Grace ,Cafe Mary Grace - Powerplant Mall,Cakes,4.4,(51),Makati City,Powerplant Mall
r5vv,Shi Lin ,Shi Lin - Rockwell,Chinese,4.6,(100+),Makati City,Rockwell
q9ad,Mang Inasal ,Mang Inasal - Tejeros Makati (OLYMPIA),Chicken,4.8,(5000+),Makati City,Tejeros Makati (OLYMPIA)
js1x,Tajimaya Yakiniku Charcoal Grill ,Tajimaya Yakiniku Charcoal Grill - One Rockwell West Tower,Japanese,5.0,(16),Makati City,One Rockwell West Tower
l6cl,harlan + holden coffee ,harlan + holden coffee - Power Plant Mall - (because coffee),Coffee,4.8,(100+),Makati City,(because coffee)
r8ax,Mo' Cookies ,Mo' Cookies - Rockwell,Desserts,4.8,(100+),Makati City,Rockwell
agdd,Happi Bees ,Happi Bees - Shopwise Circuit Makati,Milk Tea,4.4,(62),Makati City,Shopwise Circuit Makati
ruwt,Buena Cocina ,Buena Cocina - Danlig Street,Filipino,4.5,(77),Makati City,Danlig Street
rz18,Big Mummy's Express ,Big Mummy's Express - Makati,Indian,4.1,(100+),Makati City,Makati
ucl3,M Bakery ,M Bakery - Rockwell Makati,Cakes,5.0,(1),Makati City,Rockwell Makati
i0bn,Almon Marina ,Almon Marina - SM Megamall,Sandwiches,4.6,(100+),Mandaluyong City,SM Megamall
u6ui,Ramen Nagi ,Ramen Nagi - SM Megamall,Ramen,4.4,(86),Mandaluyong City,SM Megamall
g42q,MOS Burger ,MOS Burger - SM Megamall,Burgers,4.9,(100+),Mandaluyong City,SM Megamall
w0io,Mister Donut ,Mister Donut - SM City Megamall,Donut,4.8,(100+),Mandaluyong City,SM City Megamall
r6zs,Peri,Peri-Peri Charcoal Chicken and Sauce Bar - SM Megamall,Chicken,4.5,(500+),Mandaluyong City,SM Megamall
s9qg,Taco Bell ,Taco Bell - SM Megamall,Wraps,4.6,(1000+),Mandaluyong City,SM Megamall
w7sp,Kuya J Restaurant ,Kuya J Restaurant - SM Megamall,Filipino,4.4,(500+),Mandaluyong City,SM Megamall
id5w,Zark's Burgers ,Zark's Burgers - SM Megamall,American,4.7,(100+),Mandaluyong City,SM Megamall
ixb0,Ikkoryu Fukuoka Ramen ,Ikkoryu Fukuoka Ramen - SM Megamall,Ramen,4.5,(100+),Mandaluyong City,SM Megamall
yth9,Marugame Udon ,Marugame Udon - SM Megamall,Japanese,4.3,(1000+),Mandaluyong City,SM Megamall
c3jr,Mang Binatog ,Mang Binatog - SM Megamall,Filipino,4.8,(100+),Mandaluyong City,SM Megamall
wjdr,Chooks to Go ,Chooks to Go - Kalentong,Chicken,4.8,(100+),Mandaluyong City,Kalentong
l5st,Yayoi ,Yayoi - SM Megamall,Japanese,4.9,(100+),Mandaluyong City,SM Megamall
ytn7,Bacolod Chicken Inasal ,Bacolod Chicken Inasal - SM Megamall,Filipino,4.5,(100+),Mandaluyong City,SM Megamall
